sector,market_cap,country,industry,p_e,n,volume,price,ticker,company,change
Healthcare,210.04M,USA,Biotechnology,-,1707,"54,570",11.82,DRNA,"Dicerna Pharmaceuticals, Inc.",-0.92%
Basic Materials,3.15B,USA,Oil & Gas Equipment & Services,16.44,1708,"679,383",79.75,DRQ,"Dril-Quip, Inc.",-10.63%
Financial,-,USA,Exchange Traded Fund,-,1709,407,46.89,DRR,Market Vectors Double Short Euro ETN,0.99%
Healthcare,104.59M,USA,Drug Manufacturers - Other,-,1710,"58,682",0.92,DRRX,DURECT Corporation,0.00%
Healthcare,647.25M,USA,Biotechnology,-,1711,0,24.16,DRTX,"Durata Therapeutics, Inc.",0.00%
Financial,-,USA,Exchange Traded Fund,-,1712,"83,030",28.00,DRV,Direxion Daily Real Estate Bear 3X ETF,-0.53%
Financial,-,USA,Exchange Traded Fund,-,1713,886,29.54,DRW,WisdomTree Global ex-US Real Estate ETF,-0.37%
Technology,78.96M,Canada,Communication Equipment,-,1714,"187,872",1.04,DRWI,DragonWave Inc.,-7.14%
Services,897.44M,Greece,Shipping,-,1715,"17,773,856",1.31,DRYS,"DryShips, Inc.",-9.03%
Healthcare,207.30M,USA,Medical Instruments & Supplies,-,1716,"28,718",8.21,DSCI,Derma Sciences Inc.,-2.73%
Healthcare,133.97M,USA,Biotechnology,-,1717,"132,398",1.57,DSCO,Discovery Laboratories Inc.,1.29%
Technology,1.14B,Canada,Business Software & Services,79.21,1718,"7,582",15.05,DSGX,The Descartes Systems Group Inc,-0.73%
Services,898.88M,China,Gaming Activities,92.35,1721,"848,011",21.24,DSKY,iDreamSky Technology Limited,8.64%
Financial,-,USA,Exchange Traded Fund,-,1722,"108,654",84.85,DSLV,VelocityShares 3x Inverse Silver ETN,20.41%
Financial,386.75M,USA,Closed-End Fund - Debt,30.31,1723,"113,831",7.88,DSM,Dreyfus Strategic Municipal Bond Fund Inc.,1.03%
Financial,-,USA,Exchange Traded Fund,-,1741,"4,489",34.65,DTUS,iPath US Treasury 2-year Bear ETN,-0.89%
Services,44.05B,USA,CATV Systems,16.18,1742,"899,268",87.71,DTV,DIRECTV,0.64%
Financial,-,USA,Exchange Traded Fund,-,1719,"5,598",77.06,DSI,iShares MSCI KLD 400 Social,0.01%
Consumer Goods,15.31M,USA,Personal Products,-,1720,"7,494",0.95,DSKX,"DS Healthcare Group, Inc.",-4.05%
Technology,233.82M,USA,Semiconductor - Integrated Circuits,216.40,1724,"58,107",10.82,DSPG,DSP Group Inc.,-3.22%
Services,22.76M,USA,Business Services,-,1725,"45,561",0.54,DSS,"Document Security Systems, Inc.",-2.11%
Technology,3.78B,USA,Business Software & Services,9.73,1726,"90,179",99.25,DST,DST Systems Inc.,-0.06%
Financial,-,USA,Exchange Traded Fund,-,1727,0,-,DSTJ,JPMorgan 2X Short US Long Trsy Fut ETN,-
Financial,-,USA,Closed-End Fund - Debt,-,1728,"258,928",3.80,DSU,"BlackRock Debt Strategies Fund, Inc.",0.00%
Financial,-,USA,Exchange Traded Fund,-,1729,"9,117",24.81,DSUM,PowerShares Chinese Yuan Dim Sum Bd ETF,-0.04%
Services,3.16B,USA,Apparel Stores,20.99,1730,"941,424",35.48,DSW,DSW Inc.,2.40%
Consumer Goods,35.61M,Hong Kong,Rubber & Plastics,-,1731,"2,184",2.19,DSWL,"Deswell Industries, Inc.",-0.45%
Services,623.76M,Greece,Shipping,-,1732,"446,085",7.48,DSX,Diana Shipping Inc.,-2.86%
Financial,-,USA,Exchange Traded Fund,-,1733,"11,295",74.97,DTD,WisdomTree Total Dividend ETF,-0.28%
Utilities,14.42B,USA,Electric Utilities,19.77,1734,"553,951",81.46,DTE,DTE Energy Company,0.98%
Financial,-,USA,Closed-End Fund - Debt,-,1735,"11,671",14.98,DTF,DTF Tax-Free Income Inc.,0.00%
Financial,-,USA,Exchange Traded Fund,-,1736,"8,925",44.71,DTH,WisdomTree DEFA Equity Income ETF,-1.13%
Technology,281.55M,USA,Data Storage Devices,20.71,1737,"23,969",12.22,DTLK,Datalink Corporation,-1.69%
Financial,-,USA,Exchange Traded Fund,-,1738,"35,962",76.37,DTN,WisdomTree Dividend ex-Financials ETF,-0.30%
Financial,-,USA,Exchange Traded Fund,-,1743,0,-,DTYL,iPath US Treasury 10-year Bull ETN,-
Financial,-,USA,Exchange Traded Fund,-,1744,"13,286",22.50,DTYS,iPath US Treasury 10-year Bear ETN,-2.00%
Financial,-,USA,Closed-End Fund - Debt,-,1745,"30,911",9.90,DUC,Duff & Phelps Utility & Corporate Bond Trust Inc.,0.61%
Financial,-,USA,Exchange Traded Fund,-,1746,"343,599",54.66,DUG,ProShares UltraShort Oil & Gas,13.28%
Utilities,57.22B,USA,Diversified Utilities,18.77,1747,"2,393,251",80.90,DUK,Duke Energy Corporation,1.52%
Financial,-,USA,Exchange Traded Fund,-,1748,"4,613,088",30.16,DUST,Direxion Daily Gold Miners Bear 3X ETF,26.83%
Services,3.12B,USA,Education & Training Services,19.47,1749,"96,242",48.86,DV,DeVry Education Group Inc.,-0.39%
Healthcare,16.45B,USA,Specialized Health Services,22.78,1750,"746,763",76.53,DVA,DaVita HealthCare Partners Inc.,0.57%
Healthcare,390.67M,USA,Drug Manufacturers - Other,-,1751,"163,762",14.86,DVAX,Dynavax Technologies Corporation,-1.59%
Healthcare,61.54M,USA,Long-Term Care Facilities,199.80,1752,"14,400",9.99,DVCR,Diversicare Healthcare Services Inc.,0.00%
Services,94.09M,USA,Sporting Activities,128.50,1753,"10,861",2.57,DVD,Dover Motorsports Inc.,3.63%
Basic Materials,24.12B,USA,Independent Oil & Gas,10.92,1754,"5,443,883",58.97,DVN,Devon Energy Corporation,-7.89%
Financial,-,USA,Exchange Traded Fund,-,1755,"413,716",78.89,DVY,iShares Select Dividend,0.00%
Financial,-,USA,Exchange Traded Fund,-,1756,"1,312",51.25,DVYA,iShares Asia/Pacific Dividend,-1.56%
Financial,-,USA,Exchange Traded Fund,-,1757,"18,008",44.44,DVYE,iShares Emerging Markets Dividend,-0.98%
Financial,-,USA,Exchange Traded Fund,-,1758,"1,574",49.58,DVYL,UBS ETRACS Mthly Py 2xLvg DJ Sel Div ETN,0.15%
Financial,-,USA,Exchange Traded Fund,-,1761,0,72.01,DWAQ,PowerShares DWA NASDAQ Momentum ETF,0.00%
Financial,-,USA,Exchange Traded Fund,-,1762,"6,279",38.04,DWAS,PowerShares DWA SmallCap Momentum ETF,-1.63%
Financial,-,USA,Exchange Traded Fund,-,1763,131,10.47,DWAT,Arrow DWA Tactical ETF,0.19%
Financial,-,USA,Exchange Traded Fund,-,1739,"186,224",57.59,DTO,PowerShares DB Crude Oil Double Shrt ETN,12.92%
Technology,554.38M,USA,Application Software,17.15,1740,"88,774",32.25,DTSI,DTS Inc.,-1.07%
Consumer Goods,1.11B,USA,Recreational Vehicles,18.62,1759,"52,058",47.10,DW,Drew Industries Incorporated,-0.38%
Services,2.03B,USA,"Movie Production, Theaters",-,1760,"675,144",23.84,DWA,DreamWorks Animation SKG Inc.,-0.04%
Technology,99.21M,USA,Business Software & Services,-,1764,"26,380",9.11,DWCH,Datawatch Corporation,-0.65%
Financial,-,USA,Exchange Traded Fund,-,1765,"6,600",51.96,DWM,WisdomTree DEFA ETF,-1.05%
Technology,2.03B,USA,Application Software,-,1766,"167,448",56.00,DWRE,"Demandware, Inc.",-1.91%
Basic Materials,109.05M,USA,Oil & Gas Equipment & Services,-,1767,"55,430",13.53,DWSN,Dawson Geophysical Company,-8.08%
Financial,-,USA,Exchange Traded Fund,-,1768,"89,037",67.17,DWTI,VelocityShares 3x Inverse Crude Oil ETN,25.11%
Financial,-,USA,Exchange Traded Fund,-,1769,"69,619",45.36,DWX,SPDR S&P International Dividend ETF,-2.01%
Financial,470.76M,USA,REIT - Residential,12.84,1770,"135,923",8.60,DX,Dynex Capital Inc.,-0.12%
Healthcare,3.94B,USA,Medical Instruments & Supplies,-,1771,"418,078",51.46,DXCM,"DexCom, Inc.",0.21%
Financial,-,USA,Exchange Traded Fund,-,1772,"487,251",21.94,DXD,ProShares UltraShort Dow30,-0.09%
Financial,-,USA,Exchange Traded Fund,-,1773,"15,420",27.84,DXGE,WisdomTree Germany Hedged Equity ETF,0.36%
Financial,-,USA,Exchange Traded Fund,-,1774,"2,336,026",55.40,DXJ,WisdomTree Japan Hedged Equity ETF,0.40%
Financial,-,USA,Exchange Traded Fund,-,1775,2,27.93,DXJF,WisdomTree Japan Hedged Financials ETF,0.58%
Financial,-,USA,Exchange Traded Fund,-,1776,"2,389",28.58,DXJR,WisdomTree Japan Hedged Real Estate ETF,1.05%
Financial,-,USA,Exchange Traded Fund,-,1777,"2,730",29.40,DXJT,"WisdomTree Jpn Hdgd Tech,Media&Telec ETF",1.00%
Financial,-,USA,Exchange Traded Fund,-,1778,"1,453",21.22,DXKW,WisdomTree Korea Hedged Equity ETF,-1.64%
Services,261.81M,USA,Apparel Stores,-,1779,"49,542",5.17,DXLG,"Destination XL Group, Inc.",-1.52%
Services,150.91M,USA,Marketing Services,-,1780,"37,857",8.56,DXM,"Dex Media, Inc.",-1.15%
Services,850.26M,USA,Industrial Equipment Wholesale,14.76,1781,"88,639",58.76,DXPE,"DXP Enterprises, Inc.",-7.90%
Healthcare,25.39M,USA,Medical Instruments & Supplies,-,1782,510,6.30,DXR,Daxor Corp.,3.28%
Industrial Goods,120.64M,USA,Textile Industrial,20.16,1783,"54,848",7.66,DXYN,"The Dixie Group, Inc.",0.79%
Industrial Goods,1.04B,USA,Heavy Construction,26.60,1784,"183,789",30.59,DY,Dycom Industries Inc.,-2.24%
Healthcare,1.92B,USA,Biotechnology,-,1785,"507,429",14.04,DYAX,Dyax Corp.,0.93%
Utilities,4.12B,USA,Electric Utilities,-,1786,"630,511",33.15,DYN,Dynegy Inc.,0.18%
Healthcare,9.66M,USA,Medical Appliances & Equipment,-,1787,"5,270",3.82,DYNT,Dynatronics Corp.,0.26%
Technology,23.87M,USA,Scientific & Technical Instruments,20.86,1788,"9,013",1.46,DYSL,Dynasil Corporation of America,0.69%
Financial,-,USA,Exchange Traded Fund,-,1789,"5,125",5.18,DYY,PowerShares DB Commodity Double Long ETN,-3.20%
Financial,-,USA,Exchange Traded Fund,-,1790,"5,790",65.20,DZK,Direxion Daily Dev Mkts Bull 3X ETF,-2.00%
Financial,-,USA,Exchange Traded Fund,-,1791,"376,769",7.81,DZZ,PowerShares DB Gold Double Short ETN,5.68%
Basic Materials,71.13B,Italy,Major Integrated Oil & Gas,18.84,1792,"463,326",39.19,E,Eni SpA,-6.69%
Technology,13.66B,USA,Multimedia & Graphics Software,39.22,1793,"2,135,122",43.93,EA,Electronic Arts Inc.,0.57%
Industrial Goods,145.83M,USA,Aerospace/Defense - Major Diversified,-,1794,"5,871",10.56,EAC,Erickson Incorporated,-3.47%
Financial,-,USA,Asset Management,-,1795,"79,721",9.05,EAD,Wells Fargo Advantage Income Opportunities Fund,0.11%
Financial,163.60M,USA,REIT - Residential,9.51,1796,"10,669",17.88,EARN,Ellington Residential Mortgage REIT,0.00%
Healthcare,126.39M,Switzerland,Biotechnology,-,1797,"1,370",4.49,EARS,Auris Medical Holding AG,-0.44%
Services,3.58B,USA,Restaurants,24.18,1798,"372,417",56.33,EAT,"Brinker International, Inc.",1.39%
Healthcare,185.38M,USA,Biotechnology,-,1801,"3,535",11.38,EBIO,"Eleven Biotherapeutics, Inc.",-0.70%
Technology,594.58M,USA,Business Software & Services,10.01,1802,"184,125",16.21,EBIX,Ebix Inc.,-0.31%
Services,68.18B,USA,"Specialty Retail, Other",-,1799,"2,969,639",54.88,EBAY,eBay Inc.,0.57%
Consumer Goods,346.86M,USA,Office Supplies,26.62,1800,"38,664",13.31,EBF,Ennis Inc.,-2.92%
Financial,42.38M,USA,Regional - Pacific Banks,19.91,1803,100,10.95,EBMT,"Eagle Bancorp Montana, Inc.",-0.36%
Financial,-,USA,Exchange Traded Fund,-,1804,"3,467",29.54,EBND,SPDR Barclays Emerging Mkts Lcl Bd ETF,-0.87%
Utilities,3.23B,Brazil,Electric Utilities,-,1805,"688,885",2.39,EBR,Centrais Electricas Brasileiras S.A.,-4.02%
Healthcare,933.49M,USA,Biotechnology,54.04,1806,"249,193",24.86,EBS,"Emergent BioSolutions, Inc.",-0.40%
Financial,599.62M,USA,Savings & Loans,28.84,1807,"54,369",10.96,EBSB,"Meridian Bancorp, Inc.",-1.53%
Financial,237.54M,USA,Savings & Loans,16.82,1808,"3,827",23.38,EBTC,Enterprise Bancorp Inc.,0.73%
Basic Materials,41.60B,Colombia,Major Integrated Oil & Gas,8.28,1809,"1,000,031",20.29,EC,Ecopetrol SA,-14.86%
Basic Materials,11.70B,Canada,Major Integrated Oil & Gas,3.97,1810,"6,426,605",15.78,ECA,Encana Corporation,-11.45%
Financial,113.20M,USA,Asset Management,6.15,1811,"20,129",8.61,ECF,Ellsworth Fund Ltd.,-0.25%
Financial,-,USA,Exchange Traded Fund,-,1812,"330,035",41.66,ECH,iShares MSCI Chile Capped,-1.49%
Services,666.19M,USA,Trucking,44.52,1813,"85,663",28.05,ECHO,"Echo Global Logistics, Inc.",1.30%
Consumer Goods,32.70B,USA,Cleaning Products,28.90,1814,"1,678,117",108.95,ECL,Ecolab Inc.,-4.22%
Financial,-,USA,Exchange Traded Fund,-,1815,"7,046",47.73,ECNS,iShares MSCI China Small-Cap,-1.75%
Industrial Goods,861.31M,USA,Waste Management,21.64,1816,"113,664",39.82,ECOL,"US Ecology, Inc.",-1.46%
Technology,438.06M,USA,Application Software,-,1817,"183,500",17.60,ECOM,ChannelAdvisor Corporation,-2.22%
Financial,-,USA,Exchange Traded Fund,-,1818,"67,138",27.12,ECON,EGShares Emerging Markets Consumer ETF,-1.20%
Financial,1.10B,USA,Asset Management,11.72,1819,"139,242",42.91,ECPG,"Encore Capital Group, Inc.",-0.88%
Basic Materials,1.73B,USA,Independent Oil & Gas,-,1820,"464,777",10.79,ECR,Eclipse Resources Corporation,-16.36%
Utilities,1.53B,USA,Electric Utilities,17.27,1841,"105,582",37.83,EE,El Paso Electric Co.,-0.39%
Financial,-,USA,Closed-End Fund - Foreign,-,1842,"8,552",8.42,EEA,"The European Equity Fund, Inc.",-0.94%
Financial,-,USA,Exchange Traded Fund,-,1843,"8,180",33.31,EEB,Guggenheim BRIC ETF,-2.49%
Basic Materials,71.46M,USA,Oil & Gas Drilling & Exploration,3.44,1821,"201,167",4.06,ECT,ECA Marcellus Trust I,-5.14%
Services,3.05B,USA,Business Services,38.46,1844,"288,191",58.07,EEFT,Euronet Worldwide Inc.,-0.03%
Financial,-,USA,Exchange Traded Fund,-,1845,0,33.12,EEH,ELEMENTS SPECTRUM Lg Cp US Sect Mom ETN,0.00%
Financial,-,USA,Exchange Traded Fund,-,1846,422,22.22,EEHB,PowerShares S&P Emerg Mkts Hi Beta ETF,-0.36%
Industrial Goods,38.70M,USA,Waste Management,-,1847,"4,150",9.00,EEI,"Ecology & Environment, Inc.",6.89%
Financial,-,USA,Exchange Traded Fund,-,1848,"15,392",26.66,EELV,PowerShares S&P Em Mkts Low Volatil ETF,-1.84%
Financial,-,USA,Exchange Traded Fund,-,1849,"49,144,672",41.50,EEM,iShares MSCI Emerging Markets,-2.01%
Financial,-,USA,Exchange Traded Fund,-,1850,"5,523",59.30,EEMA,iShares MSCI Emerging Markets Asia,-0.80%
Financial,-,USA,Exchange Traded Fund,-,1851,991,48.85,EEME,iShares MSCI Emerging Markets EMEA,-0.52%
Financial,-,USA,Exchange Traded Fund,-,1852,468,41.06,EEML,iShares MSCI Emerging Mkts Latin America,-2.00%
Financial,-,USA,Exchange Traded Fund,-,1853,907,47.48,EEMS,iShares MSCI Emerging Markets Small-Cap,-1.74%
Financial,-,USA,Exchange Traded Fund,-,1854,"170,688",59.27,EEMV,iShares MSCI Emerging Markets Mini Vol,-1.53%
Basic Materials,12.22B,USA,Oil & Gas Pipelines,-,1855,"804,397",37.50,EEP,"Enbridge Energy Partners, L.P.",-4.82%
Basic Materials,2.45B,USA,Independent Oil & Gas,-,1856,"133,313",36.40,EEQ,Enbridge Energy Management LLC,-4.21%
Financial,-,USA,Exchange Traded Fund,-,1857,"5,437",81.12,EES,WisdomTree SmallCap Earnings ETF,-1.21%
Healthcare,10.31M,USA,Drug Manufacturers - Major,-,1822,"16,509",0.81,ECTE,"Echo Therapeutics, Inc.",1.61%
Healthcare,270.76M,USA,Biotechnology,30.90,1823,"446,790",6.49,ECYT,"Endocyte, Inc.",-1.22%
Utilities,18.50B,USA,Electric Utilities,14.93,1824,"1,113,803",63.15,ED,"Consolidated Edison, Inc.",1.32%
Healthcare,63.76M,France,Medical Appliances & Equipment,-,1825,"257,428",2.57,EDAP,EDAP TMS SA,0.78%
Financial,-,USA,Exchange Traded Fund,-,1826,"731,147",26.25,EDC,Direxion Daily Emrg Mkts Bull 3X ETF,-5.85%
Financial,829.32M,USA,Closed-End Fund - Debt,-,1827,"251,648",11.75,EDD,Morgan Stanley Emerging Markets,0.77%
Utilities,1.20B,USA,Electric Utilities,16.79,1828,"149,763",27.71,EDE,The Empire District Electric Company,-0.11%
Financial,-,USA,Exchange Traded Fund,-,1829,"10,839",49.03,EDEN,iShares MSCI Denmark Capped,-0.84%
Technology,87.17M,USA,Information Technology Services,2.74,1830,"10,902",7.66,EDGW,Edgewater Technology Inc.,-1.79%
Financial,-,USA,Exchange Traded Fund,-,1831,"32,115",36.19,EDIV,SPDR S&P Emerging Markets Dividend ETF,-1.28%
Services,35.56M,USA,Education & Training Services,-,1832,"10,175",0.28,EDMC,Education Management Corporation,-2.76%
Utilities,375.89M,Argentina,Electric Utilities,-,1833,"48,828",12.24,EDN,Empresa Distribuidora y Comercializadora Norte S.A.,-8.52%
Financial,-,USA,Exchange Traded Fund,-,1834,502,26.82,EDOG,ALPS Emerging Sector Dividend Dogs ETF,0.04%
Financial,1.66B,USA,REIT - Residential,129.33,1835,"466,129",11.64,EDR,EdR,-0.17%
Consumer Goods,53.97M,Hong Kong,Textile - Apparel Footwear & Accessories,4.85,1836,"7,600",1.60,EDS,Exceed Company Ltd.,0.63%
Financial,-,USA,Exchange Traded Fund,-,1858,"6,062",73.76,EET,ProShares Ultra MSCI Emerging Markets,-4.10%
Financial,-,USA,Exchange Traded Fund,-,1859,"26,593",18.38,EEV,ProShares UltraShort MSCI Emerging Mkts,3.96%
Financial,-,USA,Exchange Traded Fund,-,1860,"8,429,254",63.99,EFA,iShares MSCI EAFE,-0.81%
Services,3.47B,China,Education & Training Services,16.15,1837,"332,458",22.12,EDU,New Oriental Education & Technology Group Inc.,-1.03%
Services,16.88M,USA,Publishing - Books,35.17,1838,"3,815",4.22,EDUC,Educational Development Corporation,-0.47%
Financial,-,USA,Exchange Traded Fund,-,1839,"41,967",118.99,EDV,Vanguard Extended Duration Treasury ETF,1.01%
Financial,-,USA,Exchange Traded Fund,-,1840,"668,104",33.69,EDZ,Direxion Daily Emrg Mkts Bear 3X ETF,5.78%
Financial,-,USA,Exchange Traded Fund,-,1861,26,37.81,EFAD,ProShares MSCI EAFE Dividend Growers,-0.84%
Financial,-,USA,Exchange Traded Fund,-,1862,"19,358",63.72,EFAV,iShares MSCI EAFE Minimum Volatility,-0.33%
Financial,723.19M,USA,Mortgage Investment,7.81,1863,"135,526",21.62,EFC,Ellington Financial LLC,0.28%
Financial,-,USA,Exchange Traded Fund,-,1864,"4,400",25.86,EFFE,Global X JPMorgan Efficiente ETF,-0.19%
Financial,-,USA,Exchange Traded Fund,-,1865,"19,333",68.96,EFG,iShares MSCI EAFE Growth,-0.52%
Technology,2.09B,USA,Computer Peripherals,22.11,1866,"195,705",44.45,EFII,"Electronics for Imaging, Inc.",-1.24%
Financial,-,USA,Exchange Traded Fund,-,1867,"2,539",33.35,EFNL,iShares MSCI Finland Capped,-1.50%
Financial,-,USA,Exchange Traded Fund,-,1868,0,105.77,EFO,ProShares Ultra MSCI EAFE,0.00%
Consumer Goods,50.25M,USA,Home Furnishings & Fixtures,-,1869,"17,255",5.34,EFOI,"Energy Focus, Inc.",0.56%
Financial,-,USA,Closed-End Fund - Debt,-,1870,"58,427",14.07,EFR,Eaton Vance Senior Floating Rate Trust,0.21%
Financial,375.82M,USA,Regional - Southwest  Banks,15.20,1871,"30,137",19.00,EFSC,Enterprise Financial Services Corp.,-0.42%
Financial,-,USA,Closed-End Fund - Debt,-,1872,"54,559",14.24,EFT,Eaton Vance Floating-Rate Income Trust,0.49%
Financial,-,USA,Exchange Traded Fund,-,1873,"1,327",41.38,EFU,ProShares UltraShort MSCI EAFE,1.72%
Technology,17.12M,China,Application Software,-,1874,"1,803",4.28,EFUT,e-Future Information Technology Inc.,1.18%
Financial,-,USA,Exchange Traded Fund,-,1875,"86,135",53.83,EFV,iShares MSCI EAFE Value,-1.21%
Financial,9.59B,USA,Credit Services,28.51,1876,"172,378",79.55,EFX,Equifax Inc.,0.25%
Financial,-,USA,Exchange Traded Fund,-,1877,"31,078",33.21,EFZ,ProShares Short MSCI EAFE,0.79%
Technology,136.98M,USA,Business Software & Services,-,1878,"4,297",5.14,EGAN,eGain Corporation,-3.02%
Financial,-,USA,Closed-End Fund - Debt,-,1881,"16,298",14.00,EGF,"BlackRock Enhanced Government Fund, Inc.",0.00%
Technology,696.00M,USA,Diversified Communication Services,-,1882,"400,267",7.78,EGHT,8x8 Inc.,-3.23%
Technology,2.15B,USA,Application Software,-,1901,"194,982",16.62,EIGI,"Endurance International Group Holdings, Inc.",-1.31%
Financial,-,USA,Closed-End Fund - Debt,-,1902,"65,437",12.61,EIM,Eaton Vance Municipal Bond Fund,-0.08%
Financial,-,USA,Closed-End Fund - Debt,-,1903,"1,015",12.57,EIO,Eaton Vance Ohio Municipal Bond,0.08%
Utilities,120.64M,USA,Gas Utilities,24.47,1879,"5,122",11.50,EGAS,Gas Natural Inc.,0.97%
Financial,893.35M,USA,Regional - Mid-Atlantic Banks,17.87,1880,"26,864",34.32,EGBN,"Eagle Bancorp, Inc.",-2.03%
Basic Materials,29.44M,Canada,Gold,-,1883,"118,955",0.20,EGI,Entree Gold Inc.,-9.09%
Services,739.66M,USA,Technical Services,17.30,1884,"38,899",42.05,EGL,"Engility Holdings, Inc.",-1.45%
Services,536.12M,USA,Shipping,-,1885,"16,035",14.09,EGLE,"Eagle Bulk Shipping, Inc.",-0.77%
Healthcare,104.03M,USA,Biotechnology,-,1886,"3,075",6.02,EGLT,Egalet Corporation,-5.05%
Basic Materials,4.37B,USA,Independent Oil & Gas,45.24,1887,"679,168",59.72,EGN,Energen Corp.,-9.35%
Basic Materials,4.50B,Canada,Gold,-,1888,"4,698,456",6.27,EGO,Eldorado Gold Corporation,-8.87%
Technology,1.18B,USA,Application Software,32.18,1889,"150,644",18.02,EGOV,NIC Inc.,-0.77%
Financial,2.15B,USA,REIT - Industrial,48.01,1890,"104,862",67.22,EGP,EastGroup Properties Inc.,-0.47%
Financial,-,USA,Exchange Traded Fund,-,1891,"2,780",68.10,EGPT,Market Vectors Egypt ETF,1.17%
Financial,-,USA,Exchange Traded Fund,-,1892,0,55.39,EGRW,iShares MSCI Emerging Markets Growth,0.00%
Healthcare,176.79M,USA,Drugs - Generic,-,1893,"6,910",12.61,EGRX,Eagle Pharmaceuticals Inc.,-0.71%
Consumer Goods,15.90M,Hong Kong,"Recreational Goods, Other",-,1894,"60,426",0.53,EGT,Entertainment Gaming Asia Inc.,-1.85%
Basic Materials,330.91M,USA,Independent Oil & Gas,6.99,1895,"1,105,318",5.73,EGY,Vaalco Energy Inc.,-8.61%
Financial,-,USA,Closed-End Fund - Debt,-,1896,"59,537",11.69,EHI,Western Asset Global High Income Fund Inc.,0.26%
Financial,461.00M,USA,Insurance Brokers,517.40,1897,"77,631",25.87,EHTH,"eHealth, Inc.",-1.71%
Financial,-,USA,Closed-End Fund - Debt,-,1904,"6,191",12.78,EIP,Eaton Vance Pennsylvania Municipal Bond Fund,-0.47%
Financial,-,USA,Exchange Traded Fund,-,1905,"6,652",35.31,EIRL,iShares MSCI Ireland Capped,1.47%
Financial,-,USA,Exchange Traded Fund,-,1906,"9,247",48.48,EIS,iShares MSCI Israel Capped,0.02%
Financial,-,USA,Closed-End Fund - Debt,-,1907,"24,456",12.60,EIV,Eaton Vance Municipal Bond Fund,0.00%
Utilities,20.71B,USA,Electric Utilities,15.97,1908,"876,202",63.56,EIX,Edison International,1.52%
Financial,1.32B,China,Property Management,22.09,1909,"1,865,983",9.50,EJ,E-House,-3.94%
Consumer Goods,28.14B,USA,Personal Products,25.65,1910,"1,097,648",74.14,EL,Estee Lauder Companies Inc.,1.27%
Financial,-,USA,Exchange Traded Fund,-,1911,"49,172",43.80,ELD,WisdomTree Emerging Markets Lcl Dbt ETF,-1.22%
